gene	mean	median	longest_isoform	merged
ENSG00000197312.13	4653	1788	10667	12178
ENSG00000215695.2	2321	2321	2321	2321
ENSG00000271742.1	256	256	256	256
ENSG00000116786.14	2989	3775	4134	4275
ENSG00000237938.5	694	684	755	1533
ENSG00000162461.8	1381	612	3129	3338
ENSG00000224459.3	574	511	931	987
ENSG00000162460.7	1070	1070	1443	1443
ENSG00000297277.1	911	911	1259	1581
ENSG00000162458.13	1054	577	3498	4351
ENSG00000179743.5	889	752	2473	8243
ENSG00000224321.1	490	490	490	490
ENSG00000233954.7	1228	1228	2180	2180
ENSG00000178715.8	438	438	438	438
ENSG00000065526.13	5698	3123	13500	15120
ENSG00000270620.1	211	211	211	211
ENSG00000116809.12	1064	753	2770	4240
ENSG00000234607.2	563	563	563	563
ENSG00000231353.1	260	260	260	260
ENSG00000275503.1	236	236	236	236
ENSG00000224966.4	962	962	962	962
ENSG00000183888.4	3039	3039	3039	3039
ENSG00000233078.1	466	466	466	466
ENSG00000173641.18	1637	2128	2702	3193
ENSG00000186510.12	1725	1997	3060	3476
ENSG00000307216.1	1637	1637	1637	1637
ENSG00000232456.1	704	704	704	704
ENSG00000184908.20	2388	2592	3970	5887
ENSG00000185519.9	1397	1397	1720	1720
ENSG00000142627.13	1513	835	3946	4141
ENSG00000227959.3	983	952	1862	4422
ENSG00000297531.1	737	737	737	737
ENSG00000142632.17	1366	803	3322	3788
ENSG00000291077.2	1031	1004	1492	1936
ENSG00000237276.10	1720	1720	1720	1720
ENSG00000288398.1	2662	2662	2662	2662
ENSG00000132881.12	955	955	1574	1574
ENSG00000293791.1	740	740	882	882
ENSG00000233929.1	186	186	186	186
ENSG00000037637.11	2811	2036	6227	9009
ENSG00000055070.17	1504	817	3480	4742
ENSG00000226457.1	381	381	381	381
ENSG00000187144.11	1634	1454	3619	4506
ENSG00000157191.20	1339	851	4619	5510
ENSG00000290842.2	1756	1563	5368	7604
ENSG00000226029.1	3245	3245	3245	3245
ENSG00000080947.16	2137	2137	2137	2137
ENSG00000306228.1	1949	1949	1949	1949
ENSG00000206652.1	164	164	164	164
ENSG00000224174.3	954	559	1937	3631
ENSG00000233421.6	1044	1007	1548	2019
ENSG00000277344.1	144	144	144	144
ENSG00000298308.1	2028	2028	2028	2028
ENSG00000225710.1	882	882	882	882
ENSG00000219481.11	3007	2753	5932	12212
ENSG00000271732.2	956	916	1121	1857
ENSG00000291072.2	986	773	2832	10471
ENSG00000215908.12	2773	2773	2773	2773
ENSG00000283773.1	166	166	166	166
ENSG00000293920.1	790	790	790	790
ENSG00000293901.1	511	511	511	511
ENSG00000186301.8	2291	2291	2291	2291
ENSG00000282143.2	849	707	2157	2955
ENSG00000207513.1	164	164	164	164
ENSG00000280114.1	1351	1351	1351	1351
ENSG00000290849.2	1380	1344	2205	3199
ENSG00000236698.1	435	435	435	435
ENSG00000296694.1	869	869	893	952
ENSG00000268869.9	3774	3774	3774	3774
ENSG00000279151.2	471	471	480	736
ENSG00000293526.1	1171	1171	1171	1171
ENSG00000282740.2	818	690	2129	3129
ENSG00000058453.17	1760	780	6660	8875
ENSG00000290850.2	1018	1018	1464	1660
ENSG00000207389.1	164	164	164	164
ENSG00000227684.3	498	498	498	498
ENSG00000290851.2	2003	1917	3995	5656
ENSG00000186715.12	2185	2185	2185	2185
ENSG00000223643.6	644	644	735	837
ENSG00000230239.1	882	882	882	882
ENSG00000263811.1	73	73	73	73
ENSG00000302843.1	430	346	625	792
ENSG00000228549.5	1177	1193	2520	3293
ENSG00000277234.1	144	144	144	144
ENSG00000238142.5	760	609	1681	2744
ENSG00000235241.1	508	508	508	508
ENSG00000207005.1	164	164	164	164
ENSG00000272426.2	441	474	522	659
ENSG00000290122.2	876	876	876	876
ENSG00000117122.14	1044	825	2371	2712
ENSG00000286898.2	408	408	408	408
ENSG00000226526.1	636	636	636	636
ENSG00000159363.19	1544	868	3996	5253
ENSG00000288636.1	312	312	312	312
ENSG00000117118.12	947	993	1179	3071
ENSG00000117115.13	2992	3000	4361	6000
ENSG00000204362.7	978	638	4676	5309
ENSG00000282843.1	1228	1228	1228	1228
ENSG00000142623.11	2430	2680	3846	4903
ENSG00000142619.4	3189	3189	3189	3189
ENSG00000266634.1	87	87	87	87
ENSG00000159339.13	893	513	2267	2971
ENSG00000276747.1	2396	2396	2396	2396
ENSG00000227751.1	311	311	311	311
ENSG00000179051.14	2284	2030	4040	4079
ENSG00000308620.1	436	436	436	436
ENSG00000290096.2	150	150	150	150
ENSG00000307703.1	986	986	1017	1094
ENSG00000306620.1	507	531	604	715
ENSG00000074964.17	2648	3018	4625	7954
ENSG00000302710.1	914	914	914	914
ENSG00000236648.2	819	821	1025	1328
ENSG00000117148.8	1755	1755	1841	1844
ENSG00000296176.1	768	768	989	1141
ENSG00000296161.1	1292	1292	1292	1292
ENSG00000284653.1	2013	2013	2013	2013
ENSG00000302372.1	1458	1458	1458	1458
ENSG00000261781.1	2471	2471	2471	2471
ENSG00000117154.12	1316	1407	1892	3033
ENSG00000280222.1	6473	6473	6473	6473
ENSG00000293810.1	1164	1164	1164	1164
ENSG00000230035.3	413	412	539	1228
ENSG00000293766.1	393	393	393	393
ENSG00000225387.1	491	491	491	491
ENSG00000294535.1	319	319	319	319
ENSG00000179023.9	5045	5045	5045	5045
ENSG00000235282.3	266	266	266	266
ENSG00000225478.2	223	223	223	223
ENSG00000300147.1	1184	1184	1184	1184
ENSG00000009709.13	4030	4236	6322	7555
ENSG00000308985.1	558	558	558	558
ENSG00000179002.6	2520	2520	2520	2520
ENSG00000159423.17	2007	2032	3139	4074
ENSG00000265606.1	74	74	74	74
ENSG00000221662.1	78	78	78	78
ENSG00000310349.1	624	618	684	725
ENSG00000169991.11	2572	1000	6179	6179
ENSG00000295712.1	464	464	464	464
ENSG00000308389.1	913	913	913	913
ENSG00000307102.1	509	509	509	509
ENSG00000272084.1	3402	3402	3402	3402
ENSG00000127481.15	2828	891	15892	24661
ENSG00000230424.4	548	489	910	2046
ENSG00000127463.16	3684	4084	6928	15030
ENSG00000309633.1	1540	1540	1540	1540
ENSG00000053372.5	1012	578	2049	2556
ENSG00000286064.1	339	339	339	339
ENSG00000211454.16	1280	1313	1984	2768
ENSG00000162482.5	1215	1215	1215	1215
ENSG00000270728.1	525	525	525	525
ENSG00000308073.1	1239	1239	1239	1239
ENSG00000053371.14	1354	989	3209	3753
ENSG00000200403.1	107	107	107	107
ENSG00000040487.13	1552	1530	2175	2686
ENSG00000077549.19	2782	2063	6180	19094
ENSG00000306364.1	472	472	472	472
ENSG00000240490.3	288	288	288	288
ENSG00000306329.1	526	526	526	526
ENSG00000173436.15	1133	655	3723	5480
ENSG00000306287.1	769	776	876	1652
ENSG00000201609.1	141	141	141	141
ENSG00000235185.2	380	442	448	913
ENSG00000158747.15	1300	1177	2160	3448
ENSG00000270136.6	803	820	999	1276
ENSG00000226396.1	455	455	455	455
ENSG00000306350.1	353	353	353	353
ENSG00000158748.4	3800	3800	3800	3800
ENSG00000162542.14	1343	977	2946	4027
ENSG00000178828.7	1255	1255	1255	1255
ENSG00000235434.2	460	460	460	460
ENSG00000169914.6	2416	465	6515	6885
ENSG00000308515.1	483	483	483	483
ENSG00000188784.4	785	785	785	785
ENSG00000242688.3	301	301	301	301
ENSG00000188257.12	896	858	1306	1632
ENSG00000297402.1	877	877	877	877
ENSG00000127472.11	1202	1028	1918	3342
ENSG00000117215.15	2253	2253	2651	2681
ENSG00000307383.1	397	397	397	397
ENSG00000158786.5	3425	3425	4129	6438
ENSG00000227066.3	1559	1330	2493	2984
ENSG00000187980.7	1240	510	3249	3855
ENSG00000162543.6	5562	5562	5562	5562
ENSG00000228105.3	605	583	657	804
ENSG00000284710.1	1189	1189	1548	1639
ENSG00000158816.16	3188	2920	9143	11045
ENSG00000226664.1	229	229	229	229
ENSG00000304627.1	630	630	630	630
ENSG00000236963.10	1317	1268	2993	7404
ENSG00000226487.1	376	376	376	376
ENSG00000284641.1	1072	1072	1156	1340
ENSG00000284743.2	756	756	793	793
ENSG00000296909.1	734	734	734	734
ENSG00000162545.6	1569	1569	2326	2605
ENSG00000289402.3	733	733	750	761
ENSG00000090432.7	2428	2428	2428	2428
ENSG00000215520.3	763	763	763	763
ENSG00000183114.8	2448	2448	2448	2448
ENSG00000158825.6	785	785	809	820
ENSG00000158828.8	2712	2657	3821	4833
ENSG00000284005.1	110	110	110	110
ENSG00000117242.7	4443	4443	4443	4443
ENSG00000244038.11	1132	766	2126	2721
ENSG00000296887.1	563	563	563	563
ENSG00000117245.13	1972	1805	3969	4470
ENSG00000235432.1	479	479	479	479
ENSG00000189410.12	1829	564	3898	4487
ENSG00000298940.1	660	660	660	660
ENSG00000233069.2	1020	1020	1111	1264
ENSG00000127483.19	1684	743	6406	9815
ENSG00000075151.24	3961	5344	7832	11885
ENSG00000251914.1	62	62	62	62
ENSG00000221808.1	119	119	119	119
ENSG00000233072.1	385	385	385	385
ENSG00000236073.2	115	115	115	115
ENSG00000235112.1	296	296	296	296
ENSG00000287192.1	1111	1111	1111	1111
ENSG00000117298.16	2001	1423	5099	7308
ENSG00000236936.2	632	640	723	930
ENSG00000231105.2	2202	2202	2479	2579
ENSG00000296859.1	428	428	428	428
ENSG00000236216.5	376	376	376	376
ENSG00000228823.1	649	649	649	649
ENSG00000236009.1	606	606	607	761
ENSG00000227001.3	661	661	661	661
ENSG00000187952.9	1234	1234	1234	1234
ENSG00000186543.7	830	830	830	830
ENSG00000295832.1	363	363	429	459
ENSG00000142794.19	1866	1417	4401	6812
ENSG00000176378.8	327	327	327	327
ENSG00000162551.14	1733	2131	2536	2980
ENSG00000298372.1	568	668	683	1245
ENSG00000289715.1	144	144	144	144
ENSG00000305564.1	503	503	503	503
ENSG00000233431.2	578	578	832	908
ENSG00000076864.21	2209	2863	4294	5743
ENSG00000090686.16	1661	680	4419	9497
ENSG00000231978.2	307	307	307	307
ENSG00000187942.12	2045	1180	4016	4494
ENSG00000142798.20	1834	708	14341	18118
ENSG00000305448.1	573	573	573	573
ENSG00000232037.3	483	483	483	483
ENSG00000293453.2	1043	1113	1270	3172
ENSG00000283234.2	844	844	844	844
ENSG00000219073.8	689	701	996	1540
ENSG00000285959.1	1140	1140	1469	1611
ENSG00000273610.1	297	297	297	297
ENSG00000201919.1	104	104	104	104
ENSG00000142789.20	637	649	906	1226
ENSG00000278124.1	297	297	297	297
ENSG00000201273.1	104	104	104	104
ENSG00000228397.4	770	702	1470	2322
ENSG00000218510.9	1090	1133	1518	3764
ENSG00000289694.1	2282	2282	2384	3897
ENSG00000285752.1	2574	2574	2574	2574
ENSG00000285794.1	222	222	222	222
ENSG00000070831.18	2993	2606	10503	24398
ENSG00000230068.2	692	692	692	692
ENSG00000271428.1	488	488	488	488
ENSG00000305135.1	481	481	481	481
ENSG00000162552.15	1710	680	3968	4650
ENSG00000305152.1	324	324	324	324
ENSG00000285873.2	815	815	820	977
ENSG00000294752.1	664	651	859	2695
ENSG00000266564.1	62	62	62	62
ENSG00000294164.1	598	598	598	598
ENSG00000302675.1	874	874	1175	1178
ENSG00000234397.3	492	492	492	492
ENSG00000279625.1	1853	1853	1853	1853
ENSG00000299881.1	915	927	971	971
ENSG00000184677.18	5983	8368	8992	9169
ENSG00000302246.1	587	587	587	587
ENSG00000237200.1	273	273	273	273
ENSG00000070886.12	3410	3410	5019	5434
ENSG00000276835.2	109	109	109	109
ENSG00000173372.18	1305	1357	1771	2640
ENSG00000289692.1	699	699	833	833
ENSG00000159189.13	1217	1170	1548	1736
ENSG00000308848.1	312	312	312	312
ENSG00000173369.18	1117	1107	1570	2327
ENSG00000133216.17	4684	3677	11035	12516
ENSG00000265422.1	82	82	82	82
ENSG00000225952.1	480	480	480	480
ENSG00000264014.1	68	68	68	68
ENSG00000215906.9	1950	1950	1950	1950
ENSG00000297948.1	324	324	324	324
ENSG00000227868.7	551	512	664	794
ENSG00000004487.18	3216	3011	5786	18325
ENSG00000240553.1	666	666	666	666
ENSG00000263793.1	68	68	68	68
ENSG00000266802.1	77	77	77	77
ENSG00000169641.16	7492	8467	8898	9818
ENSG00000293565.1	51	51	51	51
ENSG00000229010.1	818	818	818	818
ENSG00000206935.1	107	107	107	107
ENSG00000252578.1	101	101	101	101
ENSG00000289014.2	1109	1109	1109	1109
ENSG00000179546.5	3319	3319	3319	3319
ENSG00000304077.1	1404	1404	1404	1404
ENSG00000215381.3	460	460	460	460
ENSG00000302918.1	652	652	652	652
ENSG00000261326.5	3686	3732	5444	6182
ENSG00000284726.1	604	604	604	604
ENSG00000125944.22	3534	2518	7751	8704
ENSG00000125945.16	3963	3788	4465	4786
ENSG00000249087.10	864	753	2547	3042
ENSG00000201405.1	93	93	93	93
ENSG00000271420.1	650	650	650	650
ENSG00000204219.11	1053	955	1719	3675
ENSG00000232482.2	426	426	426	426
ENSG00000295946.1	703	703	745	1044
ENSG00000088280.21	2237	2527	4136	5194
ENSG00000007968.7	2873	2873	5196	5462
ENSG00000307540.1	1617	1617	1634	1837
ENSG00000307580.1	739	741	1131	2845
ENSG00000235052.2	613	613	771	1067
ENSG00000117318.9	821	892	950	1496
ENSG00000307609.1	362	362	362	362
ENSG00000285802.2	696	637	1322	2387
ENSG00000197880.11	851	650	1781	2209
ENSG00000229239.2	1186	1186	1186	1186
ENSG00000304075.1	501	501	501	501
ENSG00000142676.14	919	851	1600	2659
ENSG00000236810.9	822	821	1502	4758
ENSG00000011007.13	3812	4836	5075	5348
ENSG00000057757.10	1212	1292	1590	2173
ENSG00000289835.2	492	462	669	964
ENSG00000011009.12	908	874	1635	2056
ENSG00000117308.15	1039	882	2073	3955
ENSG00000117305.15	1275	1354	2151	5628
ENSG00000179163.12	2043	2043	2043	2043
ENSG00000188822.8	5265	5265	5265	5265
ENSG00000229106.1	1267	1267	1267	1267
ENSG00000232557.3	210	210	210	210
ENSG00000264926.1	78	78	78	78
ENSG00000299163.1	662	662	662	662
ENSG00000230228.2	368	368	368	368
ENSG00000189266.13	1238	814	2428	2763
ENSG00000188529.15	1938	1141	7656	11860
ENSG00000225315.3	636	603	1282	2819
ENSG00000215905.4	328	328	328	328
ENSG00000142661.19	3491	3893	5760	9214
ENSG00000230703.1	461	461	461	461
ENSG00000142677.4	2817	2817	2817	2817
ENSG00000185436.12	1829	1476	4566	4940
ENSG00000158055.17	2061	2335	2834	4266
ENSG00000230023.3	1007	735	1849	2541
ENSG00000309961.1	416	416	416	416
ENSG00000232298.3	768	768	856	1044
ENSG00000001460.18	1684	791	6016	8511
ENSG00000307212.1	464	464	464	464
ENSG00000001461.18	2985	1757	7757	11672
ENSG00000288982.2	386	386	386	386
ENSG00000286061.3	758	738	1455	4765
ENSG00000117602.13	1997	1691	6863	7138
ENSG00000184454.7	4021	4021	4063	4146
ENSG00000227312.2	348	348	348	348
ENSG00000298126.1	509	509	509	509
ENSG00000239106.1	103	103	103	103
ENSG00000133226.19	1545	783	3860	7994
ENSG00000307307.1	688	598	1069	1816
ENSG00000284699.1	886	886	886	886
ENSG00000307325.1	721	642	1022	1545
ENSG00000169504.15	2021	1697	4253	4467
ENSG00000238482.1	107	107	107	107
ENSG00000293733.1	501	501	501	501
ENSG00000020633.19	2727	4173	4340	4922
ENSG00000278034.1	72	72	72	72
ENSG00000229162.1	820	820	820	820
ENSG00000261025.2	1490	1490	2443	2775
ENSG00000264371.1	84	84	84	84
ENSG00000285823.1	932	932	1108	1431
ENSG00000233755.2	635	557	943	1735
ENSG00000303094.1	785	739	1074	1079
ENSG00000306010.1	446	446	494	567
ENSG00000233419.3	402	402	402	402
ENSG00000307250.1	947	1001	1127	1665
ENSG00000231953.3	1080	1080	1080	1080
ENSG00000117614.10	1270	1341	1962	3773
ENSG00000284657.2	924	659	2190	4967
ENSG00000299599.1	1248	1248	1248	1248
ENSG00000117616.18	1070	700	3034	6730
ENSG00000272432.1	485	485	485	485
ENSG00000261349.1	459	459	459	459
ENSG00000187010.21	1669	1466	3007	3313
ENSG00000309241.1	391	391	391	391
ENSG00000224183.1	480	480	480	480
ENSG00000259984.1	459	459	459	459
ENSG00000183726.11	1069	882	2266	3010
ENSG00000188672.19	1094	1142	1810	2433
ENSG00000238084.4	478	478	478	478
ENSG00000204178.11	2670	3090	3940	3979
ENSG00000157978.13	1403	995	4670	6758
ENSG00000117643.16	2125	2461	3561	7934
ENSG00000233478.1	2224	2224	2224	2224
ENSG00000162430.18	3040	3122	4314	4403
ENSG00000255054.3	451	451	568	792
ENSG00000228172.6	756	517	2307	2800
ENSG00000117640.18	1219	815	3262	5797
ENSG00000272478.1	222	222	222	222
ENSG00000127423.11	1338	1392	2161	2408
ENSG00000236528.4	788	626	1664	2293
ENSG00000182749.6	2854	2854	3023	3244
ENSG00000207302.1	110	110	110	110
ENSG00000117632.23	1467	1443	2947	6247
ENSG00000229786.1	251	251	251	251
ENSG00000223624.1	140	140	140	140
ENSG00000294297.1	535	553	608	1266
ENSG00000283938.1	93	93	93	93
ENSG00000294284.1	786	786	859	869
ENSG00000158006.14	1240	748	3487	3795
ENSG00000207237.1	104	104	104	104
ENSG00000310101.1	1173	1162	2615	5356
ENSG00000252190.1	125	125	125	125
ENSG00000252691.1	84	84	84	84
ENSG00000158008.10	1546	780	4020	4542
ENSG00000310112.1	527	527	527	527
ENSG00000158014.15	2353	3097	3249	3483
ENSG00000301481.1	648	648	692	1003
ENSG00000301509.1	290	290	290	290
ENSG00000284309.1	941	941	941	941
ENSG00000158022.7	1567	1567	1770	2576
ENSG00000309383.1	441	441	441	441
ENSG00000175087.10	3370	4182	4279	4560
ENSG00000309933.1	1014	1014	1014	1014
ENSG00000197245.6	2799	2799	2799	2799
ENSG00000282872.2	775	775	1085	1203
ENSG00000236782.8	947	877	1468	2074
ENSG00000142684.9	668	668	698	732
ENSG00000142675.18	1232	754	2673	3960
ENSG00000302380.1	448	487	554	554
ENSG00000188782.9	1738	1831	1867	2030
ENSG00000236155.9	2108	2108	2108	2108
ENSG00000293494.3	812	799	1416	2710
ENSG00000278572.1	899	899	899	899
ENSG00000306815.1	818	697	1361	2851
ENSG00000130695.16	2195	2523	3935	5145
ENSG00000270733.1	358	358	358	358
ENSG00000301028.1	692	692	692	692
ENSG00000142669.15	759	759	768	876
ENSG00000158062.21	1559	1607	2646	4691
ENSG00000169442.9	476	467	581	934
ENSG00000176092.17	1722	743	6259	6895
ENSG00000225854.2	346	346	346	346
ENSG00000176083.18	1097	936	1712	2379
ENSG00000131914.11	3716	3716	3975	3975
ENSG00000225891.3	730	767	1140	3477
ENSG00000117682.18	1474	970	3360	7156
ENSG00000223583.1	535	535	535	535
ENSG00000198830.13	1264	991	3507	4756
ENSG00000294798.1	1135	1135	1135	1135
ENSG00000224129.1	897	897	897	897
ENSG00000117676.14	1339	586	3202	5884
ENSG00000238705.1	52	52	52	52
ENSG00000243905.3	304	304	304	304
ENSG00000252802.1	102	102	102	102
ENSG00000252429.2	64	64	64	64
ENSG00000289452.2	778	778	1118	1435
ENSG00000299831.1	535	533	593	1358
ENSG00000299868.1	522	522	522	522
ENSG00000229247.2	238	238	238	238
ENSG00000238316.1	104	104	104	104
ENSG00000235069.2	235	235	235	235
ENSG00000299849.1	493	493	493	493
ENSG00000260063.2	3812	3812	3812	3812
ENSG00000290006.1	461	461	461	461
ENSG00000117713.21	3415	2641	8595	16790
ENSG00000303544.1	952	952	1431	1590
ENSG00000060642.12	2692	2247	4972	8084
ENSG00000241188.3	291	291	291	291
ENSG00000287810.1	177	177	177	177
ENSG00000204160.12	1696	1002	5045	5460
ENSG00000304862.1	494	498	573	910
ENSG00000175793.12	1308	1308	1308	1308
ENSG00000309929.1	418	418	418	418
ENSG00000142751.15	1400	739	4665	4966
ENSG00000226698.1	306	306	306	306
ENSG00000289554.1	1127	1127	1127	1127
ENSG00000198746.13	1064	546	2125	2226
ENSG00000090273.14	1009	818	1792	2848
ENSG00000131910.5	1165	1165	1165	1165
ENSG00000175707.10	1855	1855	1855	1855
ENSG00000297103.1	467	467	597	854
ENSG00000172746.6	497	497	497	497
ENSG00000224064.1	397	397	397	397
ENSG00000225294.1	444	444	444	444
ENSG00000253368.5	2435	2435	2910	3005
ENSG00000158246.8	2382	2382	2382	2382
ENSG00000299378.1	598	525	968	2059
ENSG00000299392.1	1557	1557	1557	1557
ENSG00000090020.11	2054	1535	4737	6195
ENSG00000298936.1	293	293	368	423
ENSG00000229985.2	527	527	527	527
ENSG00000214973.3	640	640	640	640
ENSG00000225159.1	867	867	867	867
ENSG00000225990.2	220	220	220	220
ENSG00000224311.2	490	490	805	1586
ENSG00000142784.16	3574	4275	5149	5911
ENSG00000252098.1	104	104	104	104
ENSG00000243659.1	282	282	282	282
ENSG00000186501.15	1471	1511	2861	4476
ENSG00000206888.1	107	107	107	107
ENSG00000241547.1	468	468	468	468
ENSG00000304055.1	884	884	921	941
ENSG00000142765.18	1644	1900	2681	5584
ENSG00000142733.18	2292	2121	4438	5507
ENSG00000142748.14	1015	1010	1110	2496
ENSG00000174950.11	1116	947	1457	1994
ENSG00000231207.1	355	355	355	355
ENSG00000306354.1	707	509	1797	2154
ENSG00000306368.1	565	565	565	565
ENSG00000181773.7	2137	2137	2137	2137
ENSG00000158195.11	3382	3382	5681	5681
ENSG00000241169.1	428	428	428	428
ENSG00000301155.1	1144	1144	1144	1144
ENSG00000237429.2	471	484	594	886
ENSG00000300499.1	269	269	269	269
ENSG00000126705.15	2654	742	6438	8297
ENSG00000300470.1	554	554	554	554
ENSG00000000938.13	1722	2021	2637	3382
ENSG00000301194.1	464	464	464	464
ENSG00000310432.1	1018	1027	1394	1425
ENSG00000235912.1	192	192	192	192
ENSG00000233975.3	1358	1358	1663	2377
ENSG00000126709.16	843	825	911	936
ENSG00000294734.1	240	240	240	240
ENSG00000225886.3	541	549	658	1651
ENSG00000206767.1	107	107	107	107
ENSG00000226662.2	662	662	662	662
ENSG00000207095.1	105	105	105	105
ENSG00000287244.2	746	746	935	942
ENSG00000009780.16	1583	1050	3579	4046
ENSG00000231344.1	349	349	349	349
ENSG00000230833.1	676	676	676	676
ENSG00000117758.14	1053	703	3034	3801
ENSG00000269971.1	184	184	184	184
ENSG00000270031.1	359	359	359	359
ENSG00000223062.1	106	106	106	106
ENSG00000286433.1	1471	1471	1471	1471
ENSG00000117751.18	1778	2340	2651	2815
ENSG00000252947.1	166	166	166	166
ENSG00000309988.1	387	387	390	698
ENSG00000130775.16	1426	1082	2861	4621
ENSG00000117748.10	1043	1162	1584	1981
ENSG00000130768.15	1436	1579	1913	2663
ENSG00000227050.1	491	491	491	491
ENSG00000158156.9	2275	2178	4991	5180
ENSG00000158161.16	3168	2132	5999	6424
ENSG00000238231.2	367	367	367	367
ENSG00000240750.3	297	297	297	297
ENSG00000301359.1	393	393	393	393
ENSG00000289576.3	844	822	1378	2983
ENSG00000228589.3	681	681	681	681
ENSG00000228943.1	235	235	235	235
ENSG00000214812.3	557	557	557	557
ENSG00000253005.1	105	105	105	105
ENSG00000169403.12	3241	3993	4191	4208
ENSG00000298310.1	811	811	811	811
ENSG00000126698.11	985	753	1763	2891
ENSG00000290123.2	606	606	651	722
ENSG00000130770.18	874	569	1855	2225
ENSG00000270605.2	1166	884	1945	2823
ENSG00000271398.1	425	425	425	425
ENSG00000130766.5	3462	3462	3462	3462
ENSG00000130772.14	902	862	1829	2017
ENSG00000204138.13	2327	1853	6048	7317
ENSG00000206779.1	101	101	101	101
ENSG00000229820.2	394	394	394	394
ENSG00000221216.1	119	119	119	119
ENSG00000308327.1	518	446	835	956
ENSG00000180198.17	1541	1145	2844	3888
ENSG00000242125.3	1666	2201	2614	4088
ENSG00000274266.1	206	206	206	206
ENSG00000200087.1	204	204	204	204
ENSG00000231468.2	611	611	611	611
ENSG00000279443.1	2083	2083	2083	2083
ENSG00000180098.9	1133	1070	2040	4311
ENSG00000197989.16	1057	871	1998	4597
ENSG00000221539.1	74	74	74	74
ENSG00000278274.1	130	130	130	130
ENSG00000273544.1	132	132	132	132
