ensembl_id,mean,median,longest_isoform,merged,gene_name
ENSG00000287727.1,2876,2876,2876,2876,ENSG00000287727
ENSG00000243267.3,280,280,280,280,RN7SL614P
ENSG00000130940.15,6169,6169,7934,8526,CASZ1
ENSG00000272078.1,7923,7923,7923,7923,ENSG00000272078
ENSG00000298629.1,432,432,432,432,ENSG00000298629
ENSG00000308013.1,361,361,361,361,ENSG00000308013
ENSG00000307983.1,535,535,567,913,ENSG00000307983
ENSG00000307999.1,619,619,619,619,ENSG00000307999
ENSG00000225158.2,238,238,238,238,HSPE1P24
ENSG00000308257.1,1485,1485,1485,1485,ENSG00000308257
ENSG00000175262.15,2798,2798,2798,2798,C1orf127
ENSG00000215785.2,494,494,494,494,CFL1P6
ENSG00000120948.19,1722,1031,4185,4274,TARDBP
ENSG00000009724.18,1985,1956,2641,3152,MASP2
ENSG00000116649.10,1260,1260,1260,1260,SRM
ENSG00000230337.5,2050,2401,2682,5705,EXOSC10-AS1
ENSG00000171824.14,2758,2758,2796,2796,EXOSC10
ENSG00000198793.14,8604,8604,8721,8721,MTOR
ENSG00000225602.5,705,705,705,705,MTOR-AS1
ENSG00000253086.1,103,103,103,103,RNU6-537P
ENSG00000171819.5,2224,2224,2224,2224,ANGPTL7
ENSG00000207451.1,107,107,107,107,RNU6-291P
ENSG00000238173.1,150,150,150,150,RPL39P6
ENSG00000309051.1,479,479,479,479,ENSG00000309051
ENSG00000120942.14,2239,2239,3654,3946,UBIAD1
ENSG00000238199.1,437,437,437,437,UBE2V2P3
ENSG00000284646.2,788,801,822,1072,ENSG00000284646
ENSG00000302153.1,1000,1000,1214,1844,ENSG00000302153
ENSG00000302176.1,497,497,497,497,ENSG00000302176
ENSG00000224338.2,565,565,565,565,MTCYBP45
ENSG00000299102.1,1017,1017,1017,1017,ENSG00000299102
ENSG00000204624.8,3380,3380,5265,5417,DISP3
ENSG00000285833.1,1051,1051,1051,1051,ENSG00000285833
ENSG00000303300.1,295,295,295,295,ENSG00000303300
ENSG00000235643.2,1351,1351,1351,1351,LINC01647
ENSG00000284708.1,2094,2094,2094,2094,ENSG00000284708
ENSG00000116661.11,1287,1287,1287,1287,FBXO2
ENSG00000132879.14,1943,1815,3320,3527,FBXO44
ENSG00000116670.17,1164,1027,1860,2324,MAD2L2
ENSG00000116663.11,1444,1444,1444,1444,FBXO6
ENSG00000162490.7,7365,7365,7365,7365,DRAXIN
ENSG00000301523.1,548,548,548,548,ENSG00000301523
ENSG00000305789.1,1000,1000,1000,1000,ENSG00000305789
ENSG00000177674.16,970,1055,1130,1317,AGTRAP
ENSG00000215910.8,4608,4608,4672,5134,C1orf167
ENSG00000177553.6,1868,1868,1868,1868,C1orf167-AS1
ENSG00000177000.13,5315,7018,8378,8601,MTHFR
ENSG00000011021.23,4714,5589,5631,6087,CLCN6
ENSG00000276470.1,173,173,173,173,ENSG00000276470
ENSG00000278852.1,149,149,149,149,ENSG00000278852
ENSG00000175206.11,791,791,855,1120,NPPA
ENSG00000275915.1,108,108,108,108,ENSG00000275915
ENSG00000120937.9,708,708,708,708,NPPB
ENSG00000224904.1,2637,2637,2637,2637,SBF1P2
ENSG00000285646.3,1077,926,1715,2258,ENSG00000285646
ENSG00000199347.1,120,120,120,120,RNU5E-1
ENSG00000201801.1,120,120,120,120,RNU5E-4P
ENSG00000116685.17,2679,2679,2819,3281,KIAA2013
ENSG00000083444.17,2976,2976,2976,2976,PLOD1
ENSG00000287384.1,595,595,595,595,ENSG00000287384
ENSG00000116688.18,4465,4529,4772,6203,MFN2
ENSG00000270914.1,93,93,93,93,ENSG00000270914
ENSG00000116691.11,1541,1541,1541,1541,MIIP
ENSG00000202461.1,113,113,113,113,Y_RNA
ENSG00000276869.1,65,65,65,65,MIR6729
ENSG00000243539.3,275,275,275,275,RN7SL649P
ENSG00000120949.15,3238,3593,3760,3812,TNFRSF8
ENSG00000201135.1,104,104,104,104,RNU6-777P
ENSG00000227875.2,255,255,255,255,RPL23AP89
ENSG00000285604.1,1196,1196,1196,1196,ENSG00000285604
ENSG00000294285.1,303,303,303,303,ENSG00000294285
ENSG00000301863.1,587,587,587,587,ENSG00000301863
ENSG00000283789.1,96,96,96,96,MIR7846
ENSG00000028137.19,2122,2122,3687,3698,TNFRSF1B
ENSG00000296888.1,666,666,666,666,ENSG00000296888
ENSG00000263676.1,61,61,61,61,MIR4632
ENSG00000297053.1,758,758,758,758,ENSG00000297053
ENSG00000225196.2,316,316,316,316,RPL10P17
ENSG00000252969.1,124,124,124,124,SNORA70
ENSG00000048707.15,12146,16245,16357,16667,VPS13D
ENSG00000295309.1,524,524,524,524,ENSG00000295309
ENSG00000239149.1,152,152,152,152,SNORA59A
ENSG00000229484.4,1566,1566,1980,2508,LINC02766
ENSG00000309694.1,1092,1092,1092,1092,ENSG00000309694
ENSG00000162496.10,1699,1670,2201,3785,DHRS3
ENSG00000221340.1,101,101,101,101,RNU6ATAC18P
ENSG00000276830.1,67,67,67,67,MIR6730
ENSG00000305650.1,398,398,398,398,ENSG00000305650
ENSG00000288927.3,983,606,2362,2362,ENSG00000288927
ENSG00000204518.3,2027,2027,2027,2027,AADACL4
ENSG00000226166.2,112,112,112,112,ENSG00000226166
ENSG00000188984.12,4055,4055,4055,4055,AADACL3
ENSG00000157330.10,2129,2129,3564,3564,CFAP107
ENSG00000116726.5,2889,2889,2889,2889,PRAMEF12
ENSG00000116721.9,2160,2160,2160,2160,PRAMEF1
ENSG00000228338.2,527,527,527,527,LINC01784
ENSG00000239810.3,1845,1845,1845,1845,PRAMEF11
ENSG00000231103.2,1417,1417,1417,1417,PRAMEF30P
ENSG00000179172.10,1134,1134,1134,1134,HNRNPCL1
ENSG00000120952.4,1642,1642,1642,1642,PRAMEF2
ENSG00000243073.4,1840,1840,1840,1840,PRAMEF4
ENSG00000296105.1,505,505,505,505,ENSG00000296105
ENSG00000187545.5,1525,1525,1525,1525,PRAMEF10
ENSG00000204510.6,1713,1713,1866,1909,PRAMEF7
ENSG00000207434.1,107,107,107,107,RNU6-1072P
ENSG00000234064.1,1139,1139,1139,1139,PRAMEF29P
ENSG00000232423.6,1720,1720,1720,1784,PRAMEF6
ENSG00000274178.2,1450,1450,1450,1450,PRAMEF28P
ENSG00000274764.6,1947,1947,1947,1947,PRAMEF27
ENSG00000277058.3,1809,1809,1897,1897,HNRNPCL3
ENSG00000229571.7,1891,1891,1919,1997,PRAMEF25
ENSG00000277862.1,1447,1447,1447,1447,PRAMEF34P
ENSG00000236179.1,891,891,891,891,PRAMEF35P
ENSG00000275774.3,1156,1156,1156,1156,HNRNPCL2
ENSG00000290772.2,2035,2035,2035,2035,PRAMEF36P
ENSG00000229978.2,1452,1452,1452,1452,PRAMEF36P
ENSG00000297821.1,410,410,410,410,ENSG00000297821
ENSG00000233336.1,384,384,384,384,ENSG00000233336
ENSG00000280267.7,2153,2153,2398,2433,PRAMEF26
ENSG00000179412.11,1718,1718,1718,1718,HNRNPCL4
ENSG00000204505.5,2465,2465,2465,2465,PRAMEF9
ENSG00000279169.3,1747,1747,2163,2442,PRAMEF13
ENSG00000279804.3,2125,2125,2125,2125,PRAMEF18
ENSG00000295394.1,797,797,797,797,ENSG00000295394
ENSG00000250894.1,1371,1371,1371,1371,PRAMEF31P
ENSG00000270601.5,1855,1855,1855,1855,PRAMEF5
ENSG00000231219.1,1068,1068,1068,1068,PRAMEF32P
ENSG00000207511.1,107,107,107,107,RNU6-771P
ENSG00000182330.11,1564,1564,1570,1611,PRAMEF8
ENSG00000237700.2,1518,1518,1518,1518,PRAMEF33
ENSG00000204501.7,1865,1865,1865,1865,PRAMEF15
ENSG00000228229.2,384,384,384,384,ENSG00000228229
ENSG00000204481.8,2164,2164,2164,2164,PRAMEF14
ENSG00000204480.9,2123,2123,2123,2123,PRAMEF19
ENSG00000204479.4,1578,1578,1578,1578,PRAMEF17
ENSG00000204478.11,1597,1597,1597,1597,PRAMEF20
ENSG00000307992.1,494,494,494,494,ENSG00000307992
ENSG00000295011.1,992,992,992,992,ENSG00000295011
ENSG00000162494.6,2168,2168,2168,2168,LRRC38
ENSG00000301663.1,755,755,791,987,ENSG00000301663
ENSG00000259961.2,477,477,477,477,ENSG00000259961
ENSG00000215909.3,371,371,371,371,BRWD1P1
ENSG00000162493.17,1569,1305,3104,3707,PDPN
ENSG00000222952.1,101,101,101,101,RNA5SP41
ENSG00000237445.2,379,379,379,379,ENSG00000237445
ENSG00000295237.1,1097,1097,1097,1097,ENSG00000295237
ENSG00000253085.1,130,130,130,130,ENSG00000253085
ENSG00000116731.23,4452,5797,7957,9691,PRDM2
ENSG00000289380.1,688,688,688,688,ENSG00000289380
ENSG00000304226.1,1328,1328,1328,1328,ENSG00000304226
ENSG00000189337.17,3481,3643,6874,10591,KAZN
ENSG00000252151.1,103,103,103,103,RNU6-1265P
ENSG00000231606.2,976,976,1239,1549,ENSG00000231606
ENSG00000234593.4,1146,1227,1404,2858,KAZN-AS1
ENSG00000302124.1,238,238,238,238,ENSG00000302124
ENSG00000235829.1,326,326,326,326,TBCAP2
ENSG00000287756.1,1453,1453,1453,1453,ENSG00000287756
ENSG00000294214.1,389,389,389,389,ENSG00000294214
ENSG00000294586.1,1278,1278,1278,1278,ENSG00000294586
ENSG00000293964.1,362,362,383,532,ENSG00000293964
ENSG00000175147.13,4619,5022,7100,9697,TMEM51-AS1
ENSG00000310342.1,579,579,579,579,ENSG00000310342
ENSG00000171729.14,1891,1861,1971,2238,TMEM51
ENSG00000204464.8,531,531,622,928,TMEM51-AS2
ENSG00000215720.4,710,710,710,710,MFFP1
ENSG00000278480.1,966,966,966,966,ZBTB2P1
ENSG00000142621.21,3806,4722,5610,6364,FHAD1
ENSG00000228140.3,2015,1538,5178,7958,EFHD2-AS1
ENSG00000233485.2,1842,1842,3105,3685,FHAD1-AS1
ENSG00000236045.1,727,727,727,727,ENSG00000236045
ENSG00000142634.13,2422,2422,2422,2422,EFHD2
ENSG00000162438.12,3314,3314,3482,3483,CTRC
ENSG00000142615.8,916,916,916,916,CELA2A
ENSG00000215704.10,915,915,915,915,CELA2B
ENSG00000132906.18,2560,2214,4463,4607,CASP9
ENSG00000116138.13,4429,4664,6034,7817,DNAJC16
ENSG00000251866.1,140,140,140,140,SCARNA21B
ENSG00000272510.1,346,346,346,346,ENSG00000272510
ENSG00000116771.6,3095,3095,3095,3095,AGMAT
ENSG00000237301.2,2068,2068,2845,2845,ENSG00000237301
ENSG00000235084.3,447,447,447,447,CHCHD2P6
ENSG00000252417.1,68,68,68,68,RNU7-179P
ENSG00000294489.1,843,843,957,1474,ENSG00000294489
ENSG00000236500.1,225,225,225,225,CD24P1
ENSG00000197312.13,10645,10665,10667,10667,DDI2
ENSG00000215695.2,2321,2321,2321,2321,RSC1A1
ENSG00000271742.1,256,256,256,256,ENSG00000271742
ENSG00000116786.14,3809,3889,4134,4275,PLEKHM2
ENSG00000237938.5,645,645,645,645,ENSG00000237938
ENSG00000162461.8,3129,3129,3129,3129,SLC25A34
ENSG00000224459.3,551,551,551,551,SLC25A34-AS1
ENSG00000162460.7,1443,1443,1443,1443,TMEM82
ENSG00000297277.1,1259,1259,1259,1259,ENSG00000297277
ENSG00000162458.13,2471,2428,3498,4009,FBLIM1
ENSG00000179743.5,1383,1186,2473,5534,SPEN-AS1
ENSG00000224321.1,490,490,490,490,RPL12P14
ENSG00000233954.7,1228,1228,2180,2180,UQCRHL
ENSG00000178715.8,438,438,438,438,ENSG00000178715
ENSG00000065526.13,12385,12385,12385,12385,SPEN
ENSG00000270620.1,211,211,211,211,ENSG00000270620
ENSG00000116809.12,2667,2720,2770,2794,ZBTB17
ENSG00000234607.2,563,563,563,563,ENSG00000234607
ENSG00000231353.1,260,260,260,260,ENSG00000231353
ENSG00000275503.1,236,236,236,236,ENSG00000275503
ENSG00000224966.4,962,962,962,962,TBC1D3P6
ENSG00000183888.4,3039,3039,3039,3039,SRARP
ENSG00000233078.1,466,466,466,466,ENSG00000233078
ENSG00000173641.18,1635,2128,2415,2651,HSPB7
ENSG00000186510.12,2356,2491,2581,2584,CLCNKA
ENSG00000307216.1,1637,1637,1637,1637,ENSG00000307216
ENSG00000232456.1,704,704,704,704,FAM131C2P
ENSG00000184908.20,2791,2869,3331,3995,CLCNKB
ENSG00000185519.9,1720,1720,1720,1720,FAM131C
ENSG00000142627.13,3946,3946,3946,3946,EPHA2
ENSG00000227959.3,1190,1079,1862,3569,EPHA2-AS1
ENSG00000297531.1,737,737,737,737,ENSG00000297531
ENSG00000142632.17,3322,3322,3322,3322,ARHGEF19
ENSG00000291077.2,1001,889,1492,1518,ENSG00000291077
ENSG00000237276.10,1720,1720,1720,1720,ANO7L1
ENSG00000288398.1,2662,2662,2662,2662,ENSG00000288398
ENSG00000132881.12,1574,1574,1574,1574,CPLANE2
ENSG00000293791.1,740,740,882,882,ENSG00000293791
ENSG00000233929.1,186,186,186,186,MT1XP1
ENSG00000037637.11,6227,6227,6227,6227,FBXO42
ENSG00000055070.17,2805,3424,3480,3634,SZRD1
ENSG00000226457.1,381,381,381,381,RPL22P3
ENSG00000187144.11,1381,1454,2015,2915,SPATA21
ENSG00000157191.20,1412,1432,2018,2021,NECAP2
ENSG00000290842.2,1765,606,5368,6150,CROCCP3
ENSG00000226029.1,3245,3245,3245,3245,LINC01772
ENSG00000080947.16,2137,2137,2137,2137,CROCCP3
ENSG00000306228.1,1949,1949,1949,1949,ENSG00000306228
ENSG00000206652.1,164,164,164,164,RNU1-1
ENSG00000224174.3,1538,1538,1558,2796,ENSG00000224174
ENSG00000233421.6,1548,1548,1548,1548,LINC01783
ENSG00000277344.1,144,144,144,144,RNU1-6P
ENSG00000298308.1,2028,2028,2028,2028,ENSG00000298308
ENSG00000225710.1,882,882,882,882,PDE4DIPP8
ENSG00000219481.11,5932,5932,5932,5932,NBPF1
ENSG00000271732.2,940,940,1121,1258,ENSG00000271732
ENSG00000291072.2,1612,1583,2832,8628,ENSG00000291072
ENSG00000215908.12,2773,2773,2773,2773,CROCCP2
ENSG00000283773.1,166,166,166,166,ENSG00000283773
ENSG00000293920.1,790,790,790,790,ENSG00000293920
ENSG00000293901.1,511,511,511,511,ENSG00000293901
ENSG00000186301.8,2291,2291,2291,2291,MST1P2
ENSG00000282143.2,1487,1487,2157,2718,ENSG00000282143
ENSG00000207513.1,164,164,164,164,RNU1-3
ENSG00000280114.1,1351,1351,1351,1351,ENSG00000280114
ENSG00000290849.2,1722,1586,2205,2956,ENSG00000290849
ENSG00000236698.1,435,435,435,435,EIF1AXP1
ENSG00000296694.1,893,893,893,893,ENSG00000296694
ENSG00000268869.9,3774,3774,3774,3774,ESPNP
ENSG00000279151.2,471,471,480,736,ENSG00000279151
ENSG00000293526.1,1171,1171,1171,1171,ENSG00000293526
ENSG00000282740.2,1474,1474,2129,2720,ENSG00000282740
ENSG00000058453.17,6660,6660,6660,6660,CROCC
ENSG00000290850.2,1464,1464,1464,1464,ENSG00000290850
ENSG00000207389.1,164,164,164,164,RNU1-4
ENSG00000227684.3,498,498,498,498,CROCCP4
ENSG00000290851.2,2047,1871,3995,4988,ENSG00000290851
ENSG00000186715.12,2185,2185,2185,2185,MST1L
ENSG00000223643.6,735,735,735,735,ENSG00000223643
ENSG00000230239.1,882,882,882,882,PDE4DIPP9
ENSG00000263811.1,73,73,73,73,MIR3675
ENSG00000302843.1,625,625,625,625,ENSG00000302843
ENSG00000228549.5,2520,2520,2520,2520,LINC03126
ENSG00000277234.1,144,144,144,144,RNU1-5P
ENSG00000238142.5,869,681,1681,2160,ENSG00000238142
ENSG00000235241.1,508,508,508,508,ENSG00000235241
ENSG00000207005.1,164,164,164,164,RNU1-2
ENSG00000272426.2,474,474,474,474,ENSG00000272426
ENSG00000290122.2,876,876,876,876,ENSG00000290122
ENSG00000117122.14,1007,1007,1045,1045,MFAP2
ENSG00000286898.2,408,408,408,408,ENSG00000286898
ENSG00000226526.1,636,636,636,636,ENSG00000226526
ENSG00000159363.19,3886,3981,3996,3996,ATP13A2
ENSG00000288636.1,312,312,312,312,ENSG00000288636
ENSG00000117118.12,1019,1015,1179,1510,SDHB
ENSG00000117115.13,2984,2984,4361,4594,PADI2
ENSG00000204362.7,1072,621,4676,5305,LINC02783
ENSG00000282843.1,1228,1228,1228,1228,ENSG00000282843
ENSG00000142623.11,3846,3846,3846,3846,PADI1
ENSG00000142619.4,3189,3189,3189,3189,PADI3
ENSG00000266634.1,87,87,87,87,MIR3972
ENSG00000159339.13,1554,1554,2267,2742,PADI4
ENSG00000276747.1,2396,2396,2396,2396,PADI6
ENSG00000227751.1,311,311,311,311,RCC2-AS1
ENSG00000179051.14,3035,3035,4040,4079,RCC2
ENSG00000308620.1,436,436,436,436,ENSG00000308620
ENSG00000290096.2,150,150,150,150,ENSG00000290096
ENSG00000307703.1,1017,1017,1017,1017,ENSG00000307703
ENSG00000306620.1,604,604,604,604,ENSG00000306620
ENSG00000074964.17,4115,4035,4625,4832,ARHGEF10L
ENSG00000302710.1,914,914,914,914,ENSG00000302710
ENSG00000236648.2,821,821,943,1020,LINC02810
ENSG00000117148.8,1755,1755,1841,1844,ACTL8
ENSG00000296176.1,989,989,989,989,ENSG00000296176
ENSG00000296161.1,1292,1292,1292,1292,ENSG00000296161
ENSG00000284653.1,2013,2013,2013,2013,ENSG00000284653
ENSG00000302372.1,1458,1458,1458,1458,ENSG00000302372
ENSG00000261781.1,2471,2471,2471,2471,LINC01654
ENSG00000117154.12,1892,1892,1892,1892,IGSF21
ENSG00000280222.1,6473,6473,6473,6473,ENSG00000280222
ENSG00000293810.1,1164,1164,1164,1164,ENSG00000293810
ENSG00000230035.3,454,430,539,981,IGSF21-AS1
ENSG00000293766.1,393,393,393,393,ENSG00000293766
ENSG00000225387.1,491,491,491,491,ENSG00000225387
ENSG00000294535.1,319,319,319,319,ENSG00000294535
ENSG00000179023.9,5045,5045,5045,5045,KLHDC7A
ENSG00000235282.3,266,266,266,266,DYNLL1P3
ENSG00000225478.2,223,223,223,223,ENSG00000225478
ENSG00000300147.1,1184,1184,1184,1184,ENSG00000300147
ENSG00000009709.13,4120,4236,6309,6569,PAX7
ENSG00000308985.1,558,558,558,558,ENSG00000308985
ENSG00000179002.6,2520,2520,2520,2520,TAS1R2
ENSG00000159423.17,2540,2540,3139,3337,ALDH4A1
ENSG00000265606.1,74,74,74,74,MIR4695
ENSG00000221662.1,78,78,78,78,MIR1290
ENSG00000310349.1,684,684,684,684,ENSG00000310349
ENSG00000169991.11,6179,6179,6179,6179,IFFO2
ENSG00000295712.1,464,464,464,464,ENSG00000295712
ENSG00000308389.1,913,913,913,913,ENSG00000308389
ENSG00000307102.1,509,509,509,509,ENSG00000307102
ENSG00000272084.1,3402,3402,3402,3402,ENSG00000272084
ENSG00000127481.15,6232,3753,15892,19580,UBR4
ENSG00000230424.4,706,683,910,1424,EMC1-AS1
ENSG00000127463.16,5372,5488,6640,6649,EMC1
ENSG00000309633.1,1540,1540,1540,1540,ENSG00000309633
ENSG00000053372.5,2049,2049,2049,2049,MRTO4
ENSG00000286064.1,339,339,339,339,ENSG00000286064
ENSG00000211454.16,1313,1313,1313,1313,AKR7L
ENSG00000162482.5,1215,1215,1215,1215,AKR7A3
ENSG00000270728.1,525,525,525,525,ENSG00000270728
ENSG00000308073.1,1239,1239,1239,1239,ENSG00000308073
ENSG00000053371.14,2284,2284,3209,3334,AKR7A2
ENSG00000200403.1,107,107,107,107,RNU6-1099P
ENSG00000040487.13,1842,1805,2175,2175,SLC66A1
ENSG00000077549.19,2884,1928,5943,7387,CAPZB
ENSG00000306364.1,472,472,472,472,ENSG00000306364
ENSG00000240490.3,288,288,288,288,RN7SL277P
ENSG00000306329.1,526,526,526,526,ENSG00000306329
ENSG00000173436.15,2685,3678,3723,3979,MICOS10
ENSG00000306287.1,776,776,852,1051,ENSG00000306287
ENSG00000201609.1,141,141,141,141,RNU4-28P
ENSG00000235185.2,445,445,448,807,MICOS10-DT
ENSG00000158747.15,1848,2037,2160,3271,NBL1
ENSG00000270136.6,999,999,999,999,MICOS10-NBL1
ENSG00000226396.1,455,455,455,455,ENSG00000226396
ENSG00000306350.1,353,353,353,353,ENSG00000306350
ENSG00000158748.4,3800,3800,3800,3800,HTR6
ENSG00000162542.14,2674,2674,2946,3117,TMCO4
ENSG00000178828.7,1255,1255,1255,1255,RNF186
ENSG00000235434.2,460,460,460,460,RNF186-AS1
ENSG00000169914.6,6515,6515,6515,6515,OTUD3
ENSG00000308515.1,483,483,483,483,ENSG00000308515
ENSG00000188784.4,785,785,785,785,PLA2G2E
ENSG00000242688.3,301,301,301,301,RN7SL304P
ENSG00000188257.12,875,858,970,1009,PLA2G2A
ENSG00000297402.1,877,877,877,877,ENSG00000297402
ENSG00000127472.11,1918,1918,1918,1918,PLA2G5
ENSG00000117215.15,2253,2253,2651,2681,PLA2G2D
ENSG00000307383.1,397,397,397,397,ENSG00000307383
ENSG00000158786.5,2721,2721,2721,2721,PLA2G2F
ENSG00000227066.3,2493,2493,2493,2493,ENSG00000227066
ENSG00000187980.7,1774,1621,3249,3472,PLA2G2C
ENSG00000162543.6,5562,5562,5562,5562,UBXN10
ENSG00000228105.3,657,657,657,657,LINC01757
ENSG00000284710.1,1548,1548,1548,1548,ENSG00000284710
ENSG00000158816.16,6501,6501,9143,9161,VWA5B1
ENSG00000226664.1,229,229,229,229,ENSG00000226664
ENSG00000304627.1,630,630,630,630,ENSG00000304627
ENSG00000236963.10,2600,2600,2993,4153,LINC01141
ENSG00000226487.1,376,376,376,376,ENSG00000226487
ENSG00000284641.1,1156,1156,1156,1156,ENSG00000284641
ENSG00000284743.2,793,793,793,793,ENSG00000284743
ENSG00000296909.1,734,734,734,734,ENSG00000296909
ENSG00000162545.6,2326,2326,2326,2326,CAMK2N1
ENSG00000289402.3,750,750,750,750,ENSG00000289402
ENSG00000090432.7,2428,2428,2428,2428,MUL1
ENSG00000215520.3,763,763,763,763,RPS4XP4
ENSG00000183114.8,2448,2448,2448,2448,FAM43B
ENSG00000158825.6,809,809,809,809,CDA
ENSG00000158828.8,2657,2657,2657,2657,PINK1
ENSG00000284005.1,110,110,110,110,MIR6084
ENSG00000117242.7,4443,4443,4443,4443,PINK1-AS
ENSG00000244038.11,2033,2033,2126,2126,DDOST
ENSG00000296887.1,563,563,563,563,ENSG00000296887
ENSG00000117245.13,3833,3958,3969,4098,KIF17
ENSG00000235432.1,479,479,479,479,ENSG00000235432
ENSG00000189410.12,3801,3801,3898,3898,SH2D5
ENSG00000298940.1,660,660,660,660,ENSG00000298940
ENSG00000233069.2,930,930,930,930,ENSG00000233069
ENSG00000127483.19,4010,4353,6406,8283,HP1BP3
ENSG00000075151.24,5435,5762,7832,9572,EIF4G3
ENSG00000251914.1,62,62,62,62,RNU7-200P
ENSG00000221808.1,119,119,119,119,MIR1256
ENSG00000233072.1,385,385,385,385,RPS15AP6
ENSG00000236073.2,115,115,115,115,ENSG00000236073
ENSG00000235112.1,296,296,296,296,HSPE1P27
ENSG00000287192.1,1111,1111,1111,1111,ENSG00000287192
ENSG00000117298.16,3631,3458,5099,5586,ECE1
ENSG00000236936.2,723,723,723,723,ENSG00000236936
ENSG00000231105.2,2479,2479,2479,2479,ECE1-AS1
ENSG00000296859.1,428,428,428,428,ENSG00000296859
ENSG00000236216.5,376,376,376,376,PPP1R11P1
ENSG00000228823.1,649,649,649,649,PDE4DIPP10
ENSG00000236009.1,607,607,607,607,ENSG00000236009
ENSG00000227001.3,661,661,661,661,NBPF2P
ENSG00000187952.9,1234,1234,1234,1234,HS6ST1P1
ENSG00000186543.7,830,830,830,830,CROCCP5
ENSG00000295832.1,363,363,429,459,ENSG00000295832
ENSG00000142794.19,2858,2918,3767,3887,NBPF3
ENSG00000176378.8,327,327,327,327,PFN1P10
ENSG00000162551.14,2275,2217,2536,2686,ALPL
ENSG00000298372.1,638,638,683,965,ENSG00000298372
ENSG00000289715.1,144,144,144,144,ENSG00000289715
ENSG00000305564.1,503,503,503,503,ENSG00000305564
ENSG00000233431.2,578,578,832,908,LINC02596
ENSG00000076864.21,3177,3322,3426,3972,RAP1GAP
ENSG00000090686.16,3562,3228,4419,6658,USP48
ENSG00000231978.2,307,307,307,307,ENSG00000231978
ENSG00000187942.12,2598,2598,4016,4016,LDLRAD2
ENSG00000142798.20,14341,14341,14341,14341,HSPG2
ENSG00000305448.1,573,573,573,573,ENSG00000305448
ENSG00000232037.3,483,483,483,483,RPL21P29
ENSG00000293453.2,1205,1182,1270,2362,ENSG00000293453
ENSG00000283234.2,844,844,844,844,ENSG00000283234
ENSG00000219073.8,906,906,906,906,CELA3B
ENSG00000285959.1,1469,1469,1469,1469,ENSG00000285959
ENSG00000273610.1,297,297,297,297,RN7SL386P
ENSG00000201919.1,104,104,104,104,RNU6-1022P
ENSG00000142789.20,906,906,906,906,CELA3A
ENSG00000278124.1,297,297,297,297,RN7SL186P
ENSG00000201273.1,104,104,104,104,RNU6-776P
ENSG00000228397.4,1020,1039,1176,1631,LINC01635
ENSG00000218510.9,1217,1389,1404,2818,LINC00339
ENSG00000289694.1,2282,2282,2384,3897,ENSG00000289694
ENSG00000285752.1,2574,2574,2574,2574,CDC42-AS1
ENSG00000285794.1,222,222,222,222,ENSG00000285794
ENSG00000070831.18,3554,2824,10503,23499,CDC42
ENSG00000230068.2,692,692,692,692,CDC42-IT1
ENSG00000271428.1,488,488,488,488,MPHOSPH6P1
ENSG00000305135.1,481,481,481,481,ENSG00000305135
ENSG00000162552.15,3968,3968,3968,3968,WNT4
ENSG00000305152.1,324,324,324,324,ENSG00000305152
ENSG00000285873.2,820,820,820,820,ENSG00000285873
ENSG00000294752.1,670,651,859,2292,ENSG00000294752
ENSG00000266564.1,62,62,62,62,MIR4418
ENSG00000294164.1,598,598,598,598,ENSG00000294164
ENSG00000302675.1,1175,1175,1175,1175,ENSG00000302675
ENSG00000234397.3,492,492,492,492,PPIAP34
ENSG00000279625.1,1853,1853,1853,1853,ENSG00000279625
ENSG00000299881.1,971,971,971,971,ENSG00000299881
ENSG00000184677.18,8687,8701,8992,8992,ZBTB40
ENSG00000302246.1,587,587,587,587,ENSG00000302246
ENSG00000237200.1,273,273,273,273,ZBTB40-IT1
ENSG00000070886.12,3410,3410,5019,5434,EPHA8
ENSG00000276835.2,109,109,109,109,MIR6127
ENSG00000173372.18,1305,1357,1771,2640,C1QA
ENSG00000289692.1,833,833,833,833,ENSG00000289692
ENSG00000159189.13,1217,1170,1548,1736,C1QC
ENSG00000308848.1,312,312,312,312,ENSG00000308848
