GENE_NAME,V1884,N58,V630,N60,V1297,NV1428,N82,V940,V2092,V624,V777,V553,V1441,V1921,V538,V1857,V456,NV912,V2089,V1823,V2241,N54,V655,V2110,V839,V125,N83,V637,V712,NV911,V2133,V1742,V1591,V108,V1874,V221,V148,N70,N87,V574,V359,V1337,V883,V1592,V1422,V1708,V1505,V18,V1788,V1776,N84,V1800,V716,N86,V888,V1321,V1279,V1528,V344,N85,V1699,V1456,V1394,V714,V67,V1090,V1860,V406,V1834,V1048,V806,V513,V1565,V1920
MIR3658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46,1,1,1,1,1
MIR4524A,0,0,0,1,1,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,2,0,0,1,1,6,3,0,2,0,0,0,0,1,2,4,7,0,2,1,4,0,0,2,0,0,1,1,0,3,1,0,0,1,0,1,0,3,0,0,3,0,0,1,0,0,2,2,2
MIR4760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
MIR96,0,0,0,4,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,2,0,0,1,0,0,3,0,0,0,0,4,1,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,1,0,0,1,0,2,0,0,5,0,0,0,0,0
MIR8066,23,9,3,12,8,29,7,3,10,9,6,25,14,7,12,1,7,12,4,3,17,10,21,7,7,6,23,7,11,12,4,30,18,20,10,7,15,13,8,10,10,12,6,17,11,23,19,6,16,6,10,16,10,11,21,17,16,9,10,23,18,10,17,6,13,8,16,17,10,3,8,4,5,12
MIR99A,0,9,8,5,1,6,14,5,1,1,16,2,8,7,3,4,31,2,4,3,2,4,8,4,4,3,8,3,7,3,0,12,4,13,10,2,11,14,0,4,3,2,10,3,0,10,3,2,6,1,6,16,7,2,2,13,8,0,6,0,11,4,5,2,11,10,5,18,10,3,4,2,2,26
MIR3135A,1,3,1,8,0,0,1,4,2,3,1,6,2,2,1,4,2,3,2,7,7,2,0,2,2,6,1,3,1,3,2,14,5,1,0,4,9,3,0,4,5,3,1,1,0,6,1,11,4,1,4,7,2,2,11,4,0,1,3,1,12,5,1,2,2,1,1,4,1,8,4,7,7,4
MIR6503,55,4,17,3,12,3,6,2,5,26,0,5,3,12,3,7,0,4,1,4,4,5,12,8,7,4,6,0,5,2,2,8,2,12,10,5,3,3,14,5,19,13,1,22,18,21,4,3,19,14,2,0,0,9,9,16,22,2,6,4,6,2,1,1,9,6,8,15,13,7,9,2,2,1
MIR3164,9,13,7,14,13,10,7,25,9,10,8,16,6,6,11,4,11,12,6,8,14,10,14,3,17,11,14,7,5,12,6,20,2,11,10,10,8,13,7,19,15,7,9,11,15,13,4,11,10,3,7,12,12,5,16,7,5,2,1,1,1,14,1,3,6,6,10,16,0,24,11,8,5,19
MIR3943,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR6133,2,7,10,1,6,5,2,7,1,4,1,4,3,8,2,0,8,5,9,0,3,3,9,3,5,12,2,0,7,1,2,1,7,3,3,0,4,3,0,8,7,3,3,18,0,5,3,0,7,5,5,6,3,0,2,6,2,3,4,2,0,1,1,1,5,0,0,4,2,1,7,9,10,9
MIR19B2,0,0,0,0,5,0,0,0,2,0,0,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
MIR4699,0,2,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR3128,16,7,13,9,10,17,15,9,1,11,13,13,18,11,7,10,3,14,11,12,18,3,11,25,13,12,22,8,14,11,10,18,15,10,7,13,4,4,30,9,8,31,3,31,17,25,19,14,13,14,30,12,13,20,8,8,9,11,31,16,12,20,17,3,6,17,9,19,6,15,6,9,6,14
MIR3663,0,0,0,0,3,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1
MIR3978,10,15,10,9,6,8,1,12,9,15,8,12,7,10,9,1,9,9,3,23,8,21,16,12,8,9,6,2,5,9,2,10,5,16,14,18,4,25,14,14,9,9,19,22,7,9,8,13,9,6,7,7,11,7,10,16,6,18,6,5,8,4,13,4,15,10,7,40,8,16,14,9,31,11
MIR4715,13,0,2,2,1,1,0,0,0,0,0,19,4,1,1,1,1,3,8,0,1,0,1,1,0,0,2,3,4,1,3,0,0,1,0,1,7,2,2,0,2,1,0,3,3,12,0,0,0,1,1,8,0,1,0,0,0,0,0,2,1,2,3,1,0,3,0,0,3,0,1,0,3,10
MIR501,0,1,1,0,0,0,2,0,0,1,2,3,0,0,4,0,0,4,0,0,4,0,4,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,4,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
MIR1237,2,4,2,5,2,0,0,6,2,4,1,9,2,1,1,2,5,3,7,1,6,4,5,1,1,8,1,0,3,1,2,9,2,10,3,2,2,3,1,2,3,4,6,5,0,3,1,1,2,1,1,3,12,3,1,4,3,2,5,1,5,1,1,7,4,1,2,3,0,1,9,3,1,5
MIR4271,2,0,0,3,0,0,1,1,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1
MIR711,1,2,2,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,5,1,3,1,0,0,2,0,1,0,6,0,0,0,1,2,0,1,1,0,1,0,6,2,1,2,0,0,1,1,1,1,1,3,0,1,1,1,2,0,0,0,0,2
MIR34B,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
MIR3939,26,11,6,4,7,20,27,25,9,15,7,31,5,42,10,6,4,6,24,26,45,13,13,2,30,24,17,1,3,6,8,27,41,1,15,24,40,14,19,14,27,34,14,25,17,18,38,31,27,21,39,4,34,13,13,17,15,27,4,10,7,33,6,7,19,4,43,11,6,11,18,19,9,21
MIR4791,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
MIR33A,6,2,1,7,3,1,7,1,2,0,2,11,0,1,2,1,2,6,0,4,4,4,4,2,9,2,3,3,0,1,0,2,1,2,2,4,3,11,4,2,1,0,3,0,10,3,0,0,0,0,1,4,4,0,1,1,1,3,4,0,4,1,0,2,0,0,1,3,13,7,6,0,1,1
MIR4660,2,0,0,0,0,0,2,1,1,0,1,10,4,0,2,2,4,0,0,0,0,2,14,2,0,1,1,0,7,0,2,0,10,3,0,0,0,1,0,0,2,0,4,0,0,1,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,7,0,2,2
MIR6724-4,65,233,238,360,89,293,314,80,205,96,387,355,895,277,131,245,225,238,419,26,93,346,267,86,181,533,226,208,225,343,160,130,146,245,490,117,333,743,503,74,440,161,80,431,205,247,122,69,201,285,254,281,271,401,340,655,224,179,91,358,226,171,583,203,293,202,118,127,340,55,53,144,143,146
MIR151A,7,3,2,4,0,0,7,2,1,1,6,14,2,3,10,1,8,4,0,3,7,3,2,4,0,3,4,4,0,2,0,6,7,10,2,0,1,8,4,14,6,5,2,7,2,1,4,5,3,2,1,15,2,2,1,4,2,4,0,4,5,0,0,2,4,2,0,1,25,3,3,6,3,1
MIR1203,0,4,3,3,1,2,0,3,3,0,6,1,1,6,0,2,5,5,0,2,1,5,12,4,0,2,8,0,8,0,7,3,6,8,8,15,8,6,8,0,3,6,1,14,0,17,3,2,3,3,4,2,4,2,6,14,5,4,1,3,2,2,5,3,3,9,3,1,8,0,3,4,10,16
MIR1292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MIR371B,1,1,0,1,1,0,1,0,0,1,1,2,2,0,0,1,2,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,2,0,5,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,3,0,0,2,1,1,0,1,1,0,1,1,0,1
MIR3065,3,0,3,2,2,0,4,1,2,1,0,4,0,0,7,1,0,2,0,9,3,0,2,0,0,0,0,0,3,0,0,0,2,2,2,0,0,4,0,0,6,0,2,0,0,3,3,0,0,2,1,10,3,0,3,0,0,0,5,0,1,0,0,0,2,1,0,5,0,1,0,0,0,8
MIR556,0,0,3,1,0,0,0,3,2,0,2,0,2,0,0,2,0,3,0,2,1,4,2,1,0,5,0,0,0,0,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,0,0,4,2,0,5,0,2,3,0,0,0,4,0,0,0,1,0,0,1,0,3,1,0,0,0,0
MIR6508,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0
MIR3679,38,10,20,16,30,21,23,5,7,19,19,20,22,42,32,18,14,17,28,29,12,21,9,22,42,19,49,15,16,20,11,19,4,17,18,19,16,18,15,16,13,57,12,12,23,18,21,13,37,12,57,15,14,32,25,12,15,19,12,30,32,8,19,15,4,22,26,57,32,16,29,10,11,27
MIR5705,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4293,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4689,3,1,0,3,1,2,1,3,7,2,0,2,1,3,1,0,1,2,1,0,1,2,1,2,0,10,7,0,0,1,1,4,0,1,4,2,1,2,0,2,0,4,1,1,3,3,1,4,0,0,0,3,0,1,1,2,3,3,2,1,4,1,1,0,0,1,0,0,1,1,3,0,2,4
MIR4325,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
MIR6888,9,6,2,16,9,3,4,10,2,4,9,4,2,9,3,0,5,4,3,1,1,3,6,3,16,7,8,2,7,3,3,2,6,2,2,0,4,2,3,5,9,3,5,7,1,0,7,10,3,3,4,5,6,4,8,4,4,6,0,10,2,5,2,3,5,8,0,12,3,4,2,10,11,10
MIR3132,2,4,1,6,2,1,1,0,2,0,1,1,3,0,7,0,0,0,0,0,1,4,0,1,0,3,0,0,10,0,5,3,0,1,1,2,4,1,1,1,7,0,1,1,0,4,2,3,1,1,0,0,13,0,3,0,4,3,0,2,3,0,1,0,4,2,2,1,5,0,0,5,0,6
MIR5694,0,0,0,4,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MIR5692C2,21,4,7,3,20,5,8,19,5,12,10,10,17,14,26,7,38,9,7,8,16,13,4,10,21,27,25,4,20,7,1,9,20,16,15,29,7,11,5,10,7,16,14,13,6,25,7,23,22,16,14,19,22,10,8,18,12,12,12,3,10,3,16,10,13,9,6,22,22,12,27,17,11,6
MIR5193,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1
MIR2052,0,0,2,0,0,3,0,0,1,0,0,2,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0
MIR27A,1,49,286,88,71,82,161,1,1,21,205,122,187,54,318,53,55,230,27,1,1,60,30,1,235,28,193,396,41,148,1,1,18,31,52,1,27,105,30,77,114,48,1,172,99,2,23,1,60,16,39,1,119,106,85,30,58,6,51,68,1,62,70,29,32,246,1,144,137,1,1,21,1,1
MIR325,0,0,0,0,0,3,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,0,1,1,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
MIR493,3,1,0,0,1,2,0,3,2,7,5,0,3,0,0,2,9,0,1,0,10,0,18,0,0,1,0,0,0,0,5,7,4,4,2,0,0,1,0,10,1,0,4,10,2,0,3,0,2,2,0,0,6,0,1,4,1,1,0,0,0,2,0,2,0,7,0,18,2,0,0,4,0,14
MIR580,2,2,2,1,5,3,5,3,0,1,1,1,2,4,3,0,3,3,5,2,2,3,4,0,1,9,10,0,0,0,3,3,4,1,2,3,0,6,3,3,2,3,2,2,5,6,10,4,15,5,7,4,3,7,4,3,4,13,3,2,2,2,1,0,1,4,2,5,0,3,7,3,7,2
MIR498,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
MIR182,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,0,0,0,2,0,1,1,0,0,0,0,0,0,3,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,5,0,2,2,0,0
MIR3613,4,5,11,5,2,9,3,7,5,8,13,43,7,6,10,4,6,2,25,3,11,13,7,12,6,7,14,4,9,6,8,10,17,8,8,4,28,36,2,6,3,10,9,4,4,9,9,5,11,4,10,9,17,6,11,13,8,7,7,3,24,8,11,10,5,6,7,16,7,6,5,3,16,16
MIR124-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
MIR6823,0,1,0,4,0,0,0,3,2,3,0,15,0,0,0,0,0,1,0,0,2,3,6,1,2,3,0,2,6,0,0,1,1,2,0,2,1,2,0,1,4,0,0,0,0,2,0,0,2,1,0,0,1,1,1,1,0,0,6,0,1,2,2,5,1,0,0,2,0,2,2,0,0,2
MIR6825,9,7,10,10,6,9,4,13,2,13,9,13,8,11,9,3,11,6,13,10,9,11,7,6,10,34,2,0,7,5,12,17,13,7,7,2,11,4,5,7,20,11,15,9,2,11,4,5,7,6,9,10,4,7,10,13,6,5,7,2,12,5,3,4,17,5,9,10,3,16,8,3,8,14
MIR3119-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4476,2,0,0,0,0,7,1,0,0,0,0,0,1,2,1,9,1,3,19,0,3,1,0,2,0,1,7,0,0,7,2,1,0,0,0,0,26,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,0,4,11,0,1,0,0,0,1,0,5,0,0,0,0,0
MIR1538,2,3,2,3,2,0,3,4,3,1,4,10,0,0,0,1,2,1,0,3,0,2,1,0,1,0,0,0,3,0,3,0,2,5,0,1,0,3,0,0,1,2,1,0,2,1,1,0,1,1,0,4,3,0,1,0,2,0,0,3,1,0,1,0,2,0,0,1,0,0,1,2,0,1
MIR24-2,1,70,344,82,94,87,152,1,1,26,201,1,158,74,358,68,66,213,1,1,1,65,18,1,208,15,165,287,40,131,2,1,21,15,68,1,1,139,23,116,92,61,1,232,99,1,20,1,81,18,45,1,73,100,83,26,59,19,33,66,1,82,79,11,1,214,1,188,116,1,1,9,1,1
